"group1","variable","variable_level","context","stat_name","stat"
"Placebo","BASE","ALB","descriptive","N",727
"Placebo","BASE","ALB","descriptive","mean",39.7826685006878
"Placebo","BASE","ALB","descriptive","sd",2.64410087805245
"Placebo","BASE","ALB","descriptive","median",40
"Placebo","BASE","ALB","descriptive","min",34
"Placebo","BASE","ALB","descriptive","max",46
"Placebo","BASE","ALP","descriptive","N",732
"Placebo","BASE","ALP","descriptive","mean",73.7827868852459
"Placebo","BASE","ALP","descriptive","sd",43.6601485095097
"Placebo","BASE","ALP","descriptive","median",68
"Placebo","BASE","ALP","descriptive","min",28
"Placebo","BASE","ALP","descriptive","max",565
"Placebo","BASE","ALT","descriptive","N",727
"Placebo","BASE","ALT","descriptive","mean",17.6478679504814
"Placebo","BASE","ALT","descriptive","sd",8.10025457846742
"Placebo","BASE","ALT","descriptive","median",15
"Placebo","BASE","ALT","descriptive","min",7
"Placebo","BASE","ALT","descriptive","max",55
"Placebo","BASE","AST","descriptive","N",727
"Placebo","BASE","AST","descriptive","mean",23.2902338376891
"Placebo","BASE","AST","descriptive","sd",6.47242090058972
"Placebo","BASE","AST","descriptive","median",23
"Placebo","BASE","AST","descriptive","min",12
"Placebo","BASE","AST","descriptive","max",54
"Placebo","BASE","BASO","descriptive","N",726
"Placebo","BASE","BASO","descriptive","mean",0.0534710743801653
"Placebo","BASE","BASO","descriptive","sd",0.0372364836400888
"Placebo","BASE","BASO","descriptive","median",0.05
"Placebo","BASE","BASO","descriptive","min",0
"Placebo","BASE","BASO","descriptive","max",0.23
"Placebo","BASE","BILI","descriptive","N",727
"Placebo","BASE","BILI","descriptive","mean",9.72371389270977
"Placebo","BASE","BILI","descriptive","sd",3.92477585689238
"Placebo","BASE","BILI","descriptive","median",8.55
"Placebo","BASE","BILI","descriptive","min",5.13
"Placebo","BASE","BILI","descriptive","max",27.36
"Placebo","BASE","BUN","descriptive","N",733
"Placebo","BASE","BUN","descriptive","mean",5.66914051841746
"Placebo","BASE","BUN","descriptive","sd",1.40906336974402
"Placebo","BASE","BUN","descriptive","median",5.712
"Placebo","BASE","BUN","descriptive","min",3.213
"Placebo","BASE","BUN","descriptive","max",9.282
"Placebo","BASE","CA","descriptive","N",733
"Placebo","BASE","CA","descriptive","mean",2.30499877216917
"Placebo","BASE","CA","descriptive","sd",0.090173354402056
"Placebo","BASE","CA","descriptive","median",2.2954
"Placebo","BASE","CA","descriptive","min",2.02095
"Placebo","BASE","CA","descriptive","max",2.495
"Placebo","BASE","CHOL","descriptive","N",733
"Placebo","BASE","CHOL","descriptive","mean",5.75591386084584
"Placebo","BASE","CHOL","descriptive","sd",1.05536941699164
"Placebo","BASE","CHOL","descriptive","median",5.63748
"Placebo","BASE","CHOL","descriptive","min",3.7497
"Placebo","BASE","CHOL","descriptive","max",10.26642
"Placebo","BASE","CK","descriptive","N",727
"Placebo","BASE","CK","descriptive","mean",87.9821182943604
"Placebo","BASE","CK","descriptive","sd",41.6648831718214
"Placebo","BASE","CK","descriptive","median",83
"Placebo","BASE","CK","descriptive","min",27
"Placebo","BASE","CK","descriptive","max",214
"Placebo","BASE","CL","descriptive","N",731
"Placebo","BASE","CL","descriptive","mean",105.504787961696
"Placebo","BASE","CL","descriptive","sd",3.49573776526091
"Placebo","BASE","CL","descriptive","median",106
"Placebo","BASE","CL","descriptive","min",96
"Placebo","BASE","CL","descriptive","max",113
"Placebo","BASE","CREAT","descriptive","N",733
"Placebo","BASE","CREAT","descriptive","mean",98.4821828103683
"Placebo","BASE","CREAT","descriptive","sd",18.3045742330102
"Placebo","BASE","CREAT","descriptive","median",97.24
"Placebo","BASE","CREAT","descriptive","min",61.88
"Placebo","BASE","CREAT","descriptive","max",159.12
"Placebo","BASE","EOS","descriptive","N",726
"Placebo","BASE","EOS","descriptive","mean",0.150399449035813
"Placebo","BASE","EOS","descriptive","sd",0.131999917240202
"Placebo","BASE","EOS","descriptive","median",0.11
"Placebo","BASE","EOS","descriptive","min",0
"Placebo","BASE","EOS","descriptive","max",0.56
"Placebo","BASE","GGT","descriptive","N",733
"Placebo","BASE","GGT","descriptive","mean",22.699863574352
"Placebo","BASE","GGT","descriptive","sd",35.3167936721598
"Placebo","BASE","GGT","descriptive","median",16
"Placebo","BASE","GGT","descriptive","min",5
"Placebo","BASE","GGT","descriptive","max",466
"Placebo","BASE","GLUC","descriptive","N",727
"Placebo","BASE","GLUC","descriptive","mean",5.53847779917469
"Placebo","BASE","GLUC","descriptive","sd",1.67117578919707
"Placebo","BASE","GLUC","descriptive","median",5.05141
"Placebo","BASE","GLUC","descriptive","min",3.83019
"Placebo","BASE","GLUC","descriptive","max",15.43178
"Placebo","BASE","HCT","descriptive","N",720
"Placebo","BASE","HCT","descriptive","mean",0.416625
"Placebo","BASE","HCT","descriptive","sd",0.0371872446988116
"Placebo","BASE","HCT","descriptive","median",0.42
"Placebo","BASE","HCT","descriptive","min",0.32
"Placebo","BASE","HCT","descriptive","max",0.51
"Placebo","BASE","HGB","descriptive","N",726
"Placebo","BASE","HGB","descriptive","mean",8.57547815426997
"Placebo","BASE","HGB","descriptive","sd",0.809653552147632
"Placebo","BASE","HGB","descriptive","median",8.62634
"Placebo","BASE","HGB","descriptive","min",6.39218
"Placebo","BASE","HGB","descriptive","max",10.42608
"Placebo","BASE","K","descriptive","N",730
"Placebo","BASE","K","descriptive","mean",4.22287671232877
"Placebo","BASE","K","descriptive","sd",0.429770026396243
"Placebo","BASE","K","descriptive","median",4.2
"Placebo","BASE","K","descriptive","min",3.5
"Placebo","BASE","K","descriptive","max",5.7
"Placebo","BASE","LYM","descriptive","N",726
"Placebo","BASE","LYM","descriptive","mean",1.77646005509642
"Placebo","BASE","LYM","descriptive","sd",0.59861679912554
"Placebo","BASE","LYM","descriptive","median",1.73
"Placebo","BASE","LYM","descriptive","min",0.67
"Placebo","BASE","LYM","descriptive","max",3.94
"Placebo","BASE","MCH","descriptive","N",726
"Placebo","BASE","MCH","descriptive","mean",1.90770388429752
"Placebo","BASE","MCH","descriptive","sd",0.114683339233382
"Placebo","BASE","MCH","descriptive","median",1.92386
"Placebo","BASE","MCH","descriptive","min",1.67562
"Placebo","BASE","MCH","descriptive","max",2.1721
"Placebo","BASE","MCHC","descriptive","N",720
"Placebo","BASE","MCHC","descriptive","mean",20.6375358333333
"Placebo","BASE","MCHC","descriptive","sd",0.81581810692216
"Placebo","BASE","MCHC","descriptive","median",20.4798
"Placebo","BASE","MCHC","descriptive","min",19.2386
"Placebo","BASE","MCHC","descriptive","max",22.3416
"Placebo","BASE","MCV","descriptive","N",720
"Placebo","BASE","MCV","descriptive","mean",92.4138888888889
"Placebo","BASE","MCV","descriptive","sd",5.66651599243354
"Placebo","BASE","MCV","descriptive","median",92
"Placebo","BASE","MCV","descriptive","min",80
"Placebo","BASE","MCV","descriptive","max",109
"Placebo","BASE","MONO","descriptive","N",726
"Placebo","BASE","MONO","descriptive","mean",0.431859504132231
"Placebo","BASE","MONO","descriptive","sd",0.134305825325797
"Placebo","BASE","MONO","descriptive","median",0.41
"Placebo","BASE","MONO","descriptive","min",0.22
"Placebo","BASE","MONO","descriptive","max",0.73
"Placebo","BASE","PH","descriptive","N",337
"Placebo","BASE","PH","descriptive","mean",5.32937685459941
"Placebo","BASE","PH","descriptive","sd",0.623066459468873
"Placebo","BASE","PH","descriptive","median",5
"Placebo","BASE","PH","descriptive","min",5
"Placebo","BASE","PH","descriptive","max",8
"Placebo","BASE","PHOS","descriptive","N",732
"Placebo","BASE","PHOS","descriptive","mean",1.14117800546448
"Placebo","BASE","PHOS","descriptive","sd",0.136340593720847
"Placebo","BASE","PHOS","descriptive","median",1.13015
"Placebo","BASE","PHOS","descriptive","min",0.80725
"Placebo","BASE","PHOS","descriptive","max",1.45305
"Placebo","BASE","PLAT","descriptive","N",722
"Placebo","BASE","PLAT","descriptive","mean",252.652354570637
"Placebo","BASE","PLAT","descriptive","sd",62.0124114126002
"Placebo","BASE","PLAT","descriptive","median",246
"Placebo","BASE","PLAT","descriptive","min",147
"Placebo","BASE","PLAT","descriptive","max",495
"Placebo","BASE","POLYCHR","descriptive","N",4
"Placebo","BASE","POLYCHR","descriptive","mean",1
"Placebo","BASE","POLYCHR","descriptive","sd",0
"Placebo","BASE","POLYCHR","descriptive","median",1
"Placebo","BASE","POLYCHR","descriptive","min",1
"Placebo","BASE","POLYCHR","descriptive","max",1
"Placebo","BASE","PROT","descriptive","N",733
"Placebo","BASE","PROT","descriptive","mean",70.5156889495225
"Placebo","BASE","PROT","descriptive","sd",4.19651650638495
"Placebo","BASE","PROT","descriptive","median",70
"Placebo","BASE","PROT","descriptive","min",61
"Placebo","BASE","PROT","descriptive","max",82
"Placebo","BASE","RBC","descriptive","N",726
"Placebo","BASE","RBC","descriptive","mean",4.51625344352617
"Placebo","BASE","RBC","descriptive","sd",0.415971168374877
"Placebo","BASE","RBC","descriptive","median",4.5
"Placebo","BASE","RBC","descriptive","min",3.3
"Placebo","BASE","RBC","descriptive","max",5.3
"Placebo","BASE","SODIUM","descriptive","N",731
"Placebo","BASE","SODIUM","descriptive","mean",140.34610123119
"Placebo","BASE","SODIUM","descriptive","sd",2.78238992287007
"Placebo","BASE","SODIUM","descriptive","median",140
"Placebo","BASE","SODIUM","descriptive","min",130
"Placebo","BASE","SODIUM","descriptive","max",147
"Placebo","BASE","SPGRAV","descriptive","N",337
"Placebo","BASE","SPGRAV","descriptive","mean",1.01856973293769
"Placebo","BASE","SPGRAV","descriptive","sd",0.00666650549119851
"Placebo","BASE","SPGRAV","descriptive","median",1.019
"Placebo","BASE","SPGRAV","descriptive","min",1.003
"Placebo","BASE","SPGRAV","descriptive","max",1.034
"Placebo","BASE","URATE","descriptive","N",733
"Placebo","BASE","URATE","descriptive","mean",287.630024556617
"Placebo","BASE","URATE","descriptive","sd",73.6233779742055
"Placebo","BASE","URATE","descriptive","median",279.556
"Placebo","BASE","URATE","descriptive","min",136.804
"Placebo","BASE","URATE","descriptive","max",469.892
"Placebo","BASE","WBC","descriptive","N",726
"Placebo","BASE","WBC","descriptive","mean",6.79480716253444
"Placebo","BASE","WBC","descriptive","sd",1.64423537328523
"Placebo","BASE","WBC","descriptive","median",6.56
"Placebo","BASE","WBC","descriptive","min",3.99
"Placebo","BASE","WBC","descriptive","max",13.78
"Placebo","AVAL","ALB","descriptive","N",727
"Placebo","AVAL","ALB","descriptive","mean",39.4511691884457
"Placebo","AVAL","ALB","descriptive","sd",3.15617731483605
"Placebo","AVAL","ALB","descriptive","median",39
"Placebo","AVAL","ALB","descriptive","min",26
"Placebo","AVAL","ALB","descriptive","max",49
"Placebo","AVAL","ALP","descriptive","N",732
"Placebo","AVAL","ALP","descriptive","mean",75.7035519125683
"Placebo","AVAL","ALP","descriptive","sd",57.5345333849707
"Placebo","AVAL","ALP","descriptive","median",67
"Placebo","AVAL","ALP","descriptive","min",28
"Placebo","AVAL","ALP","descriptive","max",686
"Placebo","AVAL","ALT","descriptive","N",727
"Placebo","AVAL","ALT","descriptive","mean",17.2035763411279
"Placebo","AVAL","ALT","descriptive","sd",9.92505460716727
"Placebo","AVAL","ALT","descriptive","median",15
"Placebo","AVAL","ALT","descriptive","min",3
"Placebo","AVAL","ALT","descriptive","max",124
"Placebo","AVAL","AST","descriptive","N",727
"Placebo","AVAL","AST","descriptive","mean",22.837689133425
"Placebo","AVAL","AST","descriptive","sd",10.1580382016945
"Placebo","AVAL","AST","descriptive","median",21
"Placebo","AVAL","AST","descriptive","min",9
"Placebo","AVAL","AST","descriptive","max",168
"Placebo","AVAL","BASO","descriptive","N",726
"Placebo","AVAL","BASO","descriptive","mean",0.0453856749311295
"Placebo","AVAL","BASO","descriptive","sd",0.0268647188454912
"Placebo","AVAL","BASO","descriptive","median",0.04
"Placebo","AVAL","BASO","descriptive","min",0
"Placebo","AVAL","BASO","descriptive","max",0.23
"Placebo","AVAL","BILI","descriptive","N",727
"Placebo","AVAL","BILI","descriptive","mean",10.0083218707015
"Placebo","AVAL","BILI","descriptive","sd",6.53564253542083
"Placebo","AVAL","BILI","descriptive","median",8.55
"Placebo","AVAL","BILI","descriptive","min",3.42
"Placebo","AVAL","BILI","descriptive","max",116.28
"Placebo","AVAL","BUN","descriptive","N",733
"Placebo","AVAL","BUN","descriptive","mean",5.83375989085948
"Placebo","AVAL","BUN","descriptive","sd",1.49732314323739
"Placebo","AVAL","BUN","descriptive","median",5.712
"Placebo","AVAL","BUN","descriptive","min",2.499
"Placebo","AVAL","BUN","descriptive","max",10.71
"Placebo","AVAL","CA","descriptive","N",733
"Placebo","AVAL","CA","descriptive","mean",2.2854948840382
"Placebo","AVAL","CA","descriptive","sd",0.09226152402819
"Placebo","AVAL","CA","descriptive","median",2.2954
"Placebo","AVAL","CA","descriptive","min",2.02095
"Placebo","AVAL","CA","descriptive","max",2.6447
"Placebo","AVAL","CHOL","descriptive","N",733
"Placebo","AVAL","CHOL","descriptive","mean",5.55704234652115
"Placebo","AVAL","CHOL","descriptive","sd",0.976442521980223
"Placebo","AVAL","CHOL","descriptive","median",5.48232
"Placebo","AVAL","CHOL","descriptive","min",3.02562
"Placebo","AVAL","CHOL","descriptive","max",10.26642
"Placebo","AVAL","CK","descriptive","N",727
"Placebo","AVAL","CK","descriptive","mean",95.7950481430536
"Placebo","AVAL","CK","descriptive","sd",87.1312494521496
"Placebo","AVAL","CK","descriptive","median",80
"Placebo","AVAL","CK","descriptive","min",20
"Placebo","AVAL","CK","descriptive","max",1556
"Placebo","AVAL","CL","descriptive","N",731
"Placebo","AVAL","CL","descriptive","mean",105.753761969904
"Placebo","AVAL","CL","descriptive","sd",3.24051347922169
"Placebo","AVAL","CL","descriptive","median",106
"Placebo","AVAL","CL","descriptive","min",95
"Placebo","AVAL","CL","descriptive","max",115
"Placebo","AVAL","CREAT","descriptive","N",733
"Placebo","AVAL","CREAT","descriptive","mean",99.5555252387449
"Placebo","AVAL","CREAT","descriptive","sd",17.4664905609989
"Placebo","AVAL","CREAT","descriptive","median",97.24
"Placebo","AVAL","CREAT","descriptive","min",61.88
"Placebo","AVAL","CREAT","descriptive","max",176.8
"Placebo","AVAL","EOS","descriptive","N",726
"Placebo","AVAL","EOS","descriptive","mean",0.123498622589532
"Placebo","AVAL","EOS","descriptive","sd",0.10271429070651
"Placebo","AVAL","EOS","descriptive","median",0.09
"Placebo","AVAL","EOS","descriptive","min",0
"Placebo","AVAL","EOS","descriptive","max",0.65
"Placebo","AVAL","GGT","descriptive","N",733
"Placebo","AVAL","GGT","descriptive","mean",22.6261937244202
"Placebo","AVAL","GGT","descriptive","sd",35.6828312997093
"Placebo","AVAL","GGT","descriptive","median",16
"Placebo","AVAL","GGT","descriptive","min",5
"Placebo","AVAL","GGT","descriptive","max",481
"Placebo","AVAL","GLUC","descriptive","N",727
"Placebo","AVAL","GLUC","descriptive","mean",5.64888696011004
"Placebo","AVAL","GLUC","descriptive","sd",1.73252193936553
"Placebo","AVAL","GLUC","descriptive","median",5.27345
"Placebo","AVAL","GLUC","descriptive","min",2.99754
"Placebo","AVAL","GLUC","descriptive","max",20.09462
"Placebo","AVAL","HCT","descriptive","N",720
"Placebo","AVAL","HCT","descriptive","mean",0.416194444444444
"Placebo","AVAL","HCT","descriptive","sd",0.0379622236975611
"Placebo","AVAL","HCT","descriptive","median",0.41
"Placebo","AVAL","HCT","descriptive","min",0.3
"Placebo","AVAL","HCT","descriptive","max",0.54
"Placebo","AVAL","HGB","descriptive","N",726
"Placebo","AVAL","HGB","descriptive","mean",8.42656834710744
"Placebo","AVAL","HGB","descriptive","sd",0.786869957108207
"Placebo","AVAL","HGB","descriptive","median",8.3781
"Placebo","AVAL","HGB","descriptive","min",6.26806
"Placebo","AVAL","HGB","descriptive","max",10.61226
"Placebo","AVAL","K","descriptive","N",730
"Placebo","AVAL","K","descriptive","mean",4.2358904109589
"Placebo","AVAL","K","descriptive","sd",0.396209182590244
"Placebo","AVAL","K","descriptive","median",4.2
"Placebo","AVAL","K","descriptive","min",3.2
"Placebo","AVAL","K","descriptive","max",5.9
"Placebo","AVAL","LYM","descriptive","N",726
"Placebo","AVAL","LYM","descriptive","mean",1.74249311294766
"Placebo","AVAL","LYM","descriptive","sd",0.572132836595772
"Placebo","AVAL","LYM","descriptive","median",1.68
"Placebo","AVAL","LYM","descriptive","min",0.46
"Placebo","AVAL","LYM","descriptive","max",4.86
"Placebo","AVAL","MCH","descriptive","N",726
"Placebo","AVAL","MCH","descriptive","mean",1.90522490358127
"Placebo","AVAL","MCH","descriptive","sd",0.116766101865008
"Placebo","AVAL","MCH","descriptive","median",1.92386
"Placebo","AVAL","MCH","descriptive","min",1.67562
"Placebo","AVAL","MCH","descriptive","max",2.29622
"Placebo","AVAL","MCHC","descriptive","N",720
"Placebo","AVAL","MCHC","descriptive","mean",20.3125827777778
"Placebo","AVAL","MCHC","descriptive","sd",0.802992460077187
"Placebo","AVAL","MCHC","descriptive","median",20.4798
"Placebo","AVAL","MCHC","descriptive","min",17.9974
"Placebo","AVAL","MCHC","descriptive","max",23.5828
"Placebo","AVAL","MCV","descriptive","N",720
"Placebo","AVAL","MCV","descriptive","mean",93.9875
"Placebo","AVAL","MCV","descriptive","sd",5.80500090145772
"Placebo","AVAL","MCV","descriptive","median",94
"Placebo","AVAL","MCV","descriptive","min",78
"Placebo","AVAL","MCV","descriptive","max",112
"Placebo","AVAL","MONO","descriptive","N",726
"Placebo","AVAL","MONO","descriptive","mean",0.443429752066116
"Placebo","AVAL","MONO","descriptive","sd",0.14651049117363
"Placebo","AVAL","MONO","descriptive","median",0.43
"Placebo","AVAL","MONO","descriptive","min",0
"Placebo","AVAL","MONO","descriptive","max",1.15
"Placebo","AVAL","PH","descriptive","N",341
"Placebo","AVAL","PH","descriptive","mean",5.33724340175953
"Placebo","AVAL","PH","descriptive","sd",0.569357245439343
"Placebo","AVAL","PH","descriptive","median",5
"Placebo","AVAL","PH","descriptive","min",5
"Placebo","AVAL","PH","descriptive","max",8
