"group1","variable","variable_level","context","stat_name","stat"
"Placebo","BASE","","descriptive","N",84
"Placebo","BASE","","descriptive","mean",63.1069047619048
"Placebo","BASE","","descriptive","sd",12.715264327987
"Placebo","BASE","","descriptive","median",62.37
"Placebo","BASE","","descriptive","min",34.02
"Placebo","BASE","","descriptive","max",86.18
"Placebo","AVAL","","descriptive","N",84
"Placebo","AVAL","","descriptive","mean",63.2969047619048
"Placebo","AVAL","","descriptive","sd",12.6721381100419
"Placebo","AVAL","","descriptive","median",63.955
"Placebo","AVAL","","descriptive","min",34.02
"Placebo","AVAL","","descriptive","max",86.64
"Placebo","CHG","","descriptive","N",84
"Placebo","CHG","","descriptive","mean",0.19
"Placebo","CHG","","descriptive","sd",2.05225294948617
"Placebo","CHG","","descriptive","median",0
"Placebo","CHG","","descriptive","min",-4.54000000000001
"Placebo","CHG","","descriptive","max",8.16999999999999
